Key,Value
204,0.02500000000000003
205,0.025000000000000033
206,0.025000000000000033
207,0.025000000000000036
208,0.025000000000000036
209,0.02500000000000004
210,0.02500000000000004
211,0.02500000000000004
212,0.025000000000000043
213,0.025000000000000043
214,0.025000000000000046
215,0.025000000000000046
216,0.02500000000000005
217,0.02500000000000005
218,0.02500000000000005
219,0.025000000000000053
220,0.025000000000000053
221,0.025000000000000057
222,0.025000000000000057
223,0.025000000000000057
224,0.02500000000000006
225,0.02500000000000006
226,0.02500000000000006
227,0.025000000000000064
228,0.025000000000000064
229,0.025000000000000067
230,0.025000000000000067
231,0.025000000000000067
232,0.02500000000000007
233,0.02500000000000007
234,0.02500000000000007
235,0.025000000000000074
236,0.025000000000000074
237,0.025000000000000074
238,0.025000000000000078
239,0.025000000000000078
240,0.025000000000000078
241,0.02500000000000008
242,0.02500000000000008
243,0.02500000000000008
244,0.025000000000000085
245,0.025000000000000085
246,0.025000000000000085
247,0.025000000000000088
248,0.025000000000000088
249,0.025000000000000088
250,0.02500000000000009
251,0.02500000000000009
252,0.02500000000000009
253,0.02500000000000009
254,0.025000000000000095
255,0.025000000000000095
256,0.025000000000000095
257,0.0250000000000001
258,0.0250000000000001
259,0.0250000000000001
260,0.0250000000000001
261,0.025000000000000102
262,0.025000000000000102
263,0.025000000000000102
264,0.025000000000000105
265,0.025000000000000105
266,0.025000000000000105
267,0.025000000000000105
268,0.02500000000000011
269,0.02500000000000011
270,0.02500000000000011
271,0.02500000000000011
272,0.025000000000000112
273,0.025000000000000112
274,0.025000000000000112
275,0.025000000000000112
276,0.025000000000000116
277,0.025000000000000116
278,0.025000000000000116
279,0.025000000000000116
280,0.02500000000000012
281,0.02500000000000012
282,0.02500000000000012
283,0.02500000000000012
284,0.025000000000000123
285,0.025000000000000123
286,0.025000000000000123
287,0.025000000000000123
288,0.025000000000000126
289,0.025000000000000126
290,0.025000000000000126
291,0.025000000000000126
292,0.025000000000000126
293,0.02500000000000013
294,0.02500000000000013
295,0.02500000000000013
296,0.02500000000000013
297,0.025000000000000133
298,0.025000000000000133
299,0.025000000000000133
300,0.025000000000000133
301,0.025000000000000133
302,0.025000000000000137
303,0.025000000000000137
304,0.025000000000000137
305,0.025000000000000137
306,0.025000000000000137
307,0.02500000000000014
308,0.02500000000000014
309,0.02500000000000014
310,0.02500000000000014
311,0.02500000000000014
312,0.025000000000000144
313,0.025000000000000144
314,0.025000000000000144
315,0.025000000000000144
316,0.025000000000000144
317,0.025000000000000147
318,0.025000000000000147
319,0.025000000000000144
320,0.025000000000000144
321,0.025000000000000147
322,0.025000000000000147
323,0.025000000000000147
324,0.025000000000000147
325,0.025000000000000147
326,0.02500000000000015
327,0.02500000000000015
328,0.02500000000000015
329,0.02500000000000015
330,0.02500000000000015
331,0.02500000000000015
332,0.025000000000000154
333,0.025000000000000154
334,0.025000000000000154
335,0.025000000000000154
336,0.025000000000000154
337,0.025000000000000154
338,0.025000000000000158
339,0.025000000000000158
340,0.025000000000000158
341,0.025000000000000158
342,0.025000000000000158
343,0.025000000000000158
344,0.02500000000000016
345,0.02500000000000016
346,0.02500000000000016
347,0.02500000000000016
348,0.02500000000000016
349,0.02500000000000016
350,0.025000000000000164
351,0.025000000000000164
352,0.025000000000000164
353,0.025000000000000164
354,0.025000000000000164
355,0.025000000000000164
356,0.025000000000000168
357,0.025000000000000168
358,0.025000000000000168
359,0.025000000000000168
360,0.025000000000000168
361,0.025000000000000168
362,0.025000000000000168
363,0.02500000000000017
364,0.02500000000000017
365,0.02500000000000017
366,0.02500000000000017
367,0.02500000000000017
368,0.02500000000000017
369,0.02500000000000017
370,0.025000000000000175
371,0.025000000000000175
372,0.025000000000000175
373,0.025000000000000175
374,0.025000000000000175
375,0.025000000000000175
376,0.025000000000000175
377,0.02500000000000018
378,0.02500000000000018
379,0.02500000000000018
380,0.02500000000000018
381,0.02500000000000018
382,0.02500000000000018
383,0.02500000000000018
384,0.02500000000000018
385,0.025000000000000182
386,0.025000000000000182
387,0.025000000000000182
388,0.025000000000000182
389,0.025000000000000182
390,0.025000000000000182
391,0.025000000000000182
392,0.025000000000000182
393,0.025000000000000185
394,0.025000000000000185
395,0.025000000000000185
396,0.025000000000000185
397,0.025000000000000185
398,0.025000000000000185
399,0.025000000000000185
400,0.025000000000000185
401,0.02500000000000019
402,0.02500000000000019
403,0.02500000000000019
404,0.02500000000000019
405,0.02500000000000019
406,0.02500000000000019
407,0.02500000000000019
408,0.02500000000000019
409,0.025000000000000192
410,0.025000000000000192
411,0.025000000000000192
412,0.025000000000000192
413,0.025000000000000192
414,0.025000000000000192
415,0.025000000000000192
416,0.025000000000000192
417,0.025000000000000192
418,0.025000000000000196
419,0.025000000000000196
420,0.025000000000000196
421,0.025000000000000196
422,0.025000000000000196
423,0.025000000000000196
424,0.025000000000000196
425,0.025000000000000196
426,0.025000000000000196
427,0.0250000000000002
428,0.0250000000000002
429,0.0250000000000002
430,0.0250000000000002
431,0.0250000000000002
432,0.0250000000000002
433,0.0250000000000002
434,0.0250000000000002
435,0.0250000000000002
436,0.0250000000000002
437,0.025000000000000203
438,0.025000000000000203
439,0.025000000000000203
440,0.025000000000000203
441,0.025000000000000203
442,0.025000000000000203
443,0.025000000000000203
444,0.025000000000000203
445,0.025000000000000203
446,0.025000000000000203
447,0.025000000000000206
448,0.025000000000000206
449,0.025000000000000206
450,0.025000000000000206
451,0.025000000000000206
452,0.025000000000000206
453,0.025000000000000206
454,0.025000000000000206
455,0.025000000000000206
456,0.025000000000000206
457,0.02500000000000021
458,0.02500000000000021
459,0.02500000000000021
460,0.02500000000000021
461,0.02500000000000021
462,0.02500000000000021
463,0.02500000000000021
464,0.02500000000000021
465,0.02500000000000021
466,0.02500000000000021
467,0.02500000000000021
468,0.025000000000000213
469,0.025000000000000213
470,0.025000000000000213
471,0.025000000000000213
472,0.025000000000000213
473,0.025000000000000213
474,0.025000000000000213
475,0.025000000000000213
476,0.025000000000000213
477,0.025000000000000213
478,0.025000000000000213
479,0.025000000000000213
480,0.025000000000000216
481,0.025000000000000216
482,0.025000000000000216
483,0.025000000000000216
484,0.025000000000000216
485,0.025000000000000216
486,0.025000000000000216
487,0.025000000000000216
488,0.025000000000000216
489,0.025000000000000216
490,0.025000000000000216
491,0.025000000000000216
492,0.02500000000000022
493,0.02500000000000022
494,0.02500000000000022
495,0.02500000000000022
496,0.02500000000000022
497,0.02500000000000022
498,0.02500000000000022
499,0.02500000000000022
